"title","artists","date","duration","genre","award","nation"
"Beautiful People","Chris Brown","11 marzo 2011","3:45","Europop,,Progressive house","oro","dk"
"Blank Space","Taylor Swift","10 novembre 2014","3:51","Elettropop","oro","dk"
"Black Magic","Little Mix","21 maggio 2015","3:31","Dance pop","oro","dk"
"Behind Blue Eyes","Limp Bizkit","2003","","Rock alternativo","oro","dk"
"Best of You","Foo Fighters","28 maggio 2005","4:15","","oro","dk"
"Blueberry Faygo","Lil Mosey","7 febbraio 2020","2:43","Trap","oro","dk"
"Bitch Better Have My Money","Rihanna","26 marzo 2015","3:39","Trap","oro","dk"
"Because of You","Ne-Yo","4 febbraio 2007","3:47","Contemporary R&B","oro","dk"
"Blame It on the Boogie","The Jacksons","19 marzo 1978","3:36","Disco","oro","dk"
"Bellyache","Billie Eilish","24 febbraio 2017","2:59","Elettropop","oro","dk"
"Bounce","Calvin Harris","10 giugno 2011","3:42","Progressive house,,Electro house","oro","dk"
"Beat It","Michael Jackson","3 febbraio 1983","4:18","Pop rock,,Funk rock,,Soul,,Dance rock,,Hard rock","oro","dk"
"Boom, Boom, Boom, Boom!!","Vengaboys","23 ottobre 1998","3:02","Eurodance,,Techno","oro","dk"
"Because You Loved Me","Céline Dion","9 febbraio 1996","4:33","Pop,,Ballata","oro","dk"
"Born in the U.S.A.","Bruce Springsteen","30 ottobre 1984","4:39","Heartland rock,,Album-oriented rock","oro","dk"
"Big Girls Cry","Sia","25 giugno 2014","3:31","Elettropop","oro","dk"
"Bodak Yellow","Cardi B","16 giugno 2017","3:43","Hip hop,,Trap","oro","dk"
"Born to Die","Lana Del Rey","30 dicembre 2011","4:46","Pop barocco,,Trip hop","oro","dk"
"Boogie Wonderland","Earth,Wind & Fire","20 marzo 1979","4:47","Disco","oro","dk"
"BonBon","Era Istrefi","30 dicembre 2015","2:47","","oro","dk"
"Breathe","Jax Jones","1 dicembre 2017","3:27","Deep house","oro","dk"
"Blue","Eiffel 65","7 ottobre 1998","4:48","Italodance,,Eurodance","oro","dk"
"Broccoli","DRAM","6 aprile 2016","3:38","Trap","oro","dk"
"Boyfriend","Justin Bieber","26 marzo 2012","2:52","Elettropop","oro","dk"
"Call on Me","Eric Prydz","13 settembre 2004","2:52","Nu-disco,,Progressive house,,Electro house","oro","dk"
"Brothers in Arms","Dire Straits","14 ottobre 1985","7:00","Pop rock,,Album-oriented rock","oro","dk"
"Breathin","Ariana Grande","18 settembre 2018  (vedi date di pubblicazione)","3:18","Dance pop","oro","dk"
"Californication","Red Hot Chili Peppers","20 maggio 2000","5:22","Rock alternativo","oro","dk"
"Break Your Heart","Taio Cruz","14 settembre 2009","3:23","Dance pop","oro","dk"
"California King Bed","Rihanna","13 maggio 2011","4:12","Rock,,Ballata","oro","dk"
"Call Out My Name","The Weeknd","10 aprile 2018","3:48","Alternative R&B,,Soul","oro","dk"
"Break My Heart","Dua Lipa","25 marzo 2020","3:41","Dance pop","oro","dk"
"Break the Ice","Britney Spears","3 marzo 2008","03:16,(Album/Main version),03:11 (Radio Edit)","Electro-R&B","oro","dk"
"Candyman","Christina Aguilera","20 febbraio 2007   7 aprile 2007   ","3:14","Pop,,Blues,,Jazz","oro","dk"
"Capital Letters","Hailee Steinfeld,BloodPop","12 gennaio 2018","3:39","Pop,,Dance pop","oro","dk"
"Break Up with Your Girlfriend, I'm Bored","Ariana Grande","12 febbraio 2019","3:10","Pop,,Contemporary R&B,,Trap","oro","dk"
"Boulevard of Broken Dreams","Green Day","29 novembre 2004","4:20","Rock alternativo","oro","dk"
"Can You Feel the Love Tonight","Elton John","12 maggio 1994","3:59","Colonna sonora,,Pop","oro","dk"
"Chanel","Frank Ocean","10 marzo 2017","3:30","Rhythm and blues","oro","dk"
"California Gurls","Katy Perry","7 maggio 2010","3:55","Elettropop,,Funk,,Bubblegum pop,,Pop rap","oro","dk"
"Changes","Tupac Shakur","13 ottobre 1998","4:28","Political hip hop,,Conscious hip hop","oro","dk"
"Celebration","Madonna","8 agosto 2009","3:35","Dance","oro","dk"
"Can't Help Falling in Love","Elvis Presley","1º ottobre 1961","2:59","Ballata","oro","dk"
"Candy Paint","Post Malone","16 ottobre 2017","3:49","Trap","oro","dk"
"Chop Suey!","System of a Down","6 novembre 2001","3:30","Alternative metal","oro","dk"
"Candy","Robbie Williams","29 ottobre 2012","3:20","Pop,,Elettropop,,Pop rap","oro","dk"
"Cleanin' Out My Closet","Eminem","settembre 2002","4:57","Hardcore hip hop,,Pop rap","oro","dk"
"Christmas Lights","Coldplay","1º dicembre 2010","4:02","Pop,,Musica natalizia","oro","dk"
"Can't Remember to Forget You","Shakira","13 gennaio 2014","3:28","Reggae rock,,Pop rock","oro","dk"
"Chained to the Rhythm","Katy Perry","10 febbraio 2017","3:57","Elettropop","oro","dk"
"Careless Whisper","George Michael,(""George Michael"" nell'edizione UK; pubblicato come ""Wham! featuring George Michael"" negli USA)","24 luglio 1984","5:04","Pop,,Ballata,,Smooth jazz","oro","dk"
"La cintura","Álvaro Soler","29 marzo 2018","3:25","Pop latino","oro","dk"
"Clocks","Coldplay","2 aprile 2003","5:07","Rock alternativo","oro","dk"
"Closer","Ne-Yo","15 aprile 2008    3 giugno 2008 ","3:54","Dance pop,,Contemporary R&B","oro","dk"
"Dancing Queen","ABBA","16 agosto 1976","3:50","Disco,,Eurodisco,,Pop,,Europop","oro","dk"
"Circus","Britney Spears","2 dicembre 2008","3:12","Dance pop,,Elettropop","oro","dk"
"Cool Girl","Tove Lo","4 agosto 2016","3:19","Elettropop","oro","dk"
"Come & Get It","Selena Gomez","8 aprile 2013","3:51","Elettropop","oro","dk"
"Dancing in the Dark","Bruce Springsteen","4 maggio 1984","3:59","Heartland rock,,Dance rock","oro","dk"
"Close","Nick Jonas","25 marzo 2016","3:54","Pop","oro","dk"
"Deja Vu","Post Malone","8 settembre 2016","3:50 (album version) - 3:30 (radio edit)","Alternative R&B","oro","dk"
"Chandelier","Sia","17 marzo 2014","3:36","Elettropop","oro","dk"
"Dear Future Husband","Meghan Trainor","17 marzo 2015","3:04","Pop,,Doo-wop","oro","dk"
"DNA","Kendrick Lamar","14 aprile 2017","3:05","Hip hop,,Trap,,Hardcore hip hop","oro","dk"
"Cry Me a River","Justin Timberlake","25 novembre 2002","4:48","Contemporary R&B","oro","dk"
"Dior","Pop Smoke","11 febbraio 2020","3:36","Hip hop","oro","dk"
"Come Get Her","Rae Sremmurd","29 settembre 2015","3:32","Hip hop","oro","dk"
"Could You Be Loved","Bob Marley","13 giugno 1980","3:35","Reggae","oro","dk"
"Count on Me","Bruno Mars","8 novembre 2011","3:17","Pop,,Reggae fusion","oro","dk"
"Close to Me","Ellie Goulding,Diplo","24 ottobre 2018","3:02","Pop","oro","dk"
"Dedication to My Ex (Miss That)","Lloyd","9 agosto 2011","3:56","Contemporary R&B,,New jack swing,,Disco,,Hip hop","oro","dk"
"Dreams","Fleetwood Mac","24 marzo 1977","4:17","Soft rock,,Pop rock","oro","dk"
"Don't Know Why","Norah Jones","luglio 2002","3:09","Pop,,Jazz","oro","dk"
"Don't Let Me Be the Last to Know","Britney Spears","26 marzo 2001","3:50","Teen pop","oro","dk"
"Death Bed","Powfu","8 febbraio 2020","2:53","","oro","dk"
"Crying in the Club","Camila Cabello","19 maggio 2017","3:36","Pop,,Dance","oro","dk"
"Daylight","Maroon 5","27 novembre 2012","3:46","Pop rock,,Soft rock","oro","dk"
"Everlong","Foo Fighters","18 agosto 1997","4:10","Rock alternativo","oro","dk"
"Dangerous","David Guetta","6 ottobre 2014","3:23","Funky house,,Dance pop,,Pop rock","oro","dk"
"Don't Wake Me Up","Chris Brown","18 maggio 2012","3:42","Dance","oro","dk"
"Don't Look Back in Anger","Oasis","19 febbraio 1996","4:47","Britpop,,Rock","oro","dk"
"Drip Too Hard","Lil Baby,Gunna","12 settembre 2018","2:25","Trap","oro","dk"
"Con calma","Daddy Yankee","24 gennaio 2019","3:12","Reggaeton,,Dancehall reggae","oro","dk"
"Don't Go Breaking My Heart","Elton John,Kiki Dee","21 giugno 1976","4:28","Pop","oro","dk"
"Everyday","Logic,Marshmello","2 marzo 2018","3:24","Hip hop","oro","dk"
"Earfquake","Tyler,The Creator","4 giugno 2019","4:26","Hip hop,,Alternative hip hop","oro","dk"
"Easier","5 Seconds of Summer","23 maggio 2019","2:37","Rock elettronico","oro","dk"
"Drop It Like It's Hot","Snoop Dogg","26 ottobre 2004","4:26","Hipster hop","oro","dk"
"Dye My Hair","Alma","4 novembre 2016","3:27","Musica house","oro","dk"
"Échame la culpa","Luis Fonsi,Demi Lovato","17 novembre 2017","2:53","Reggaeton,,Pop","oro","dk"
"Don't Stop 'til You Get Enough","Michael Jackson","28 Luglio 1979","6:05 (Album Version),,3:55 (7"" Edit)","Disco","oro","dk"
"Dirrty","Christina Aguilera","16 settembre 2002","4:58,(album version),,4:01,(no rap edit)","Hip hop,,Contemporary R&B","oro","dk"
"Feel","Robbie Williams","2 dicembre 2002","4:22","Pop,,Pop rock","oro","dk"
"Fallin'","Alicia Keys","10 luglio 2001","3:30","Neo soul","oro","dk"
"Enjoy the Silence","Depeche Mode","5 febbraio 1990","4:15","Synth pop","oro","dk"
"Evacuate the Dancefloor","Cascada","29 giugno 2009","3:28","Dance","oro","dk"
"Feel Good Inc","Gorillaz","9 maggio 2005","3:43","Funk rock,,Alternative hip hop","oro","dk"
"Englishman in New York","Sting","febbraio 1988","4:25","Pop rock,,Jazz","oro","dk"
"Flashlight","Jessie J","22 aprile 2015","3:29","Pop","oro","dk"
"Dragostea din tei","O-Zone","1 Agosto 2003","3:34","Eurodance","oro","dk"
"Everybody (Backstreet's Back)","Backstreet Boys","30 giugno 1997","3:47","Pop,,Dance pop","oro","dk"
"Everybody Hurts","R.E.M.","15 aprile 1993    4 settembre 1993 ","5:20","Ballata,,Rock alternativo,,Rock sinfonico","oro","dk"
"Fake Love","Drake","29 ottobre 2016","3:27","Dancehall reggae,,Trap","oro","dk"
"Fly on the Wings of Love","Olsen Brothers","2000","","Pop","oro","dk"
"Eh, Eh (Nothing Else I Can Say)","Lady Gaga","30 gennaio 2009  (vedi pubblicazione)","2:56","Europop,,Synth pop,,Bubblegum dance","oro","dk"
"Enter Sandman","Metallica","29 luglio 1991","5:37","Heavy metal","oro","dk"
"The Flood","Take That","14 novembre 2010","4.54,(Album Version),,4.37,(Radio Edit)","Pop,,Pop rock","oro","dk"
"Falling","Trevor Daniel","5 ottobre 2018","2:39","Pop rap","oro","dk"
"First Time","Kygo,Ellie Goulding","28 aprile 2017","3:13","Tropical house","oro","dk"
"The Edge of Glory","Lady Gaga","9 maggio 2011","5:21","Pop,,Dance pop","oro","dk"
"Formidable","Stromae","27 maggio 2013","3:33","Alternative hip hop,,Contemporary R&B","oro","dk"
"Finesse","Bruno Mars","4 gennaio 2018","3:37","Contemporary R&B,,Hip hop soul,,New jack swing","oro","dk"
"Fetish","Selena Gomez","13 luglio 2017","3:06","Pop","oro","dk"
"Forgot About Dre","Dr. Dre","29 gennaio 2000","3:42","Hardcore hip hop","oro","dk"
"Feeling Good","Nina Simone","1965","2,min,: 53,s","Soul,,Jazz","oro","dk"
"Firework","Katy Perry","26 ottobre 2010","3:47","Dance pop,,Dance rock","oro","dk"
"(Everything I Do) I Do It for You","Bryan Adams","18 giugno 1991","6:34,(versione album),,4:06,(versione ridotta)","Pop rock,,Soft rock,,Power ballad","oro","dk"
"For the Night","Pop Smoke","3 ottobre 2020","3:10","Hip hop","oro","dk"
"Fefe","6ix9ine,Nicki Minaj,Murda Beatz","22 luglio 2018","2:59","Trap","oro","dk"
"E.T.","Katy Perry","16 febbraio 2011  (vedi date di pubblicazione)","3:51","Musica elettronica,,Hip hop,,Dubstep","oro","dk"
"Frero","Gilli","21 maggio 2018","3:45","Trap","oro","dk"
"For Once in My Life","Stevie Wonder","15 ottobre 1968","2:50","Swing,,Jazz","oro","dk"
"Forever Young","Alphaville","settembre 1984","3:50","Synth pop","oro","dk"
"Flames","David Guetta,Sia","22 marzo 2018","3:15","Elettropop","oro","dk"
"Fortunate Son","Creedence Clearwater Revival","1969","2:22","Roots rock,,Southern rock,,Blues rock,,Hard rock","oro","dk"
"Get It Started","Pitbull","25 giugno 2012","4:05","Eurodance","oro","dk"
"Fire on Fire","Sam Smith","21 dicembre 2018","4:06","Pop","oro","dk"
"For You","Liam Payne,Rita Ora","5 gennaio 2018","4:05","Dance,,Elettropop","oro","dk"
"Fuckin' Perfect","Pink","14 dicembre 2010","3:33","Pop rock","oro","dk"
"Glorious","Macklemore","15 giugno 2017","3:40","Hip hop,,Pop rap","oro","dk"
"Fuck You!","Cee Lo Green","19 agosto 2010","3:44","Neo soul,,Contemporary R&B","oro","dk"
"Ghetto Gospel","Tupac Shakur","2005","3:58","West Coast hip hop","oro","dk"
"Glad You Came","The Wanted","10 luglio 2011","3:17","Dance pop","oro","dk"
"The Girl Is Mine","99 Souls","6 novembre 2015","3:33","Funky house","oro","dk"
"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA","15 ottobre 1979","4:47","Pop,,Disco","oro","dk"
"Friday I'm in Love","The Cure","1992","13:28","Rock alternativo,,Jangle pop","oro","dk"
"Good Life","OneRepublic","19 novembre 2010","4:13","Pop rock,,Indie folk","oro","dk"
"Godzilla","Eminem","31 gennaio 2020","3:30","Hip hop","oro","dk"
"Good Feeling","Flo Rida","29 agosto 2011","4:06","Elettropop,,Musica house","oro","dk"
"Got What It Takes?","Lauren Platt","30 dicembre 2015","2:29","Pop,,Dance pop,,Elettropop","oro","dk"
"The Heart Wants What It Wants","Selena Gomez","6 novembre 2014","3:47","Rhythm and blues","oro","dk"
"Head & Heart","Joel Corry","3 luglio 2020","2:46","Musica house","oro","dk"
"Greyhound","Swedish House Mafia","12 marzo 2012","6:51","Electro house,,Progressive house,,Glitch (genere musicale)","oro","dk"
"Girl on Fire","Alicia Keys","4 settembre 2012","3:44","Soul,,Contemporary R&B,,Pop","oro","dk"
"Going Bad","Meek Mill","22 gennaio 2019","3:00","Hip hop","oro","dk"
"Good as Hell","Lizzo","8 marzo 2016","2:39","Pop","oro","dk"
"Here","Alessia Cara","30 aprile 2015","3:19","Alternative R&B,,Pop","oro","dk"
"God Is a Woman","Ariana Grande","13 luglio 2018  (vedi date di pubblicazione)","3:17","Trap,,Contemporary R&B,,Pop rap","oro","dk"
"Good Life","G-Eazy,Kehlani","17 marzo 2017","3:45","Pop rap","oro","dk"
"Heaven Is a Place on Earth","Belinda Carlisle","18 settembre 1987","4:06","Pop rock,,Power pop","oro","dk"
"Girls Just Want to Have Fun","Cyndi Lauper","6 settembre 1983","3:58","Dance pop,,Synth pop","oro","dk"
"Good for You","Selena Gomez","22 giugno 2015","3:40","Pop,,Electro-R&B","oro","dk"
"Hide Away","Daya","22 aprile 2015","3:12","Synth pop","oro","dk"
"Hear Me Now","Alok,,Bruno Martini,Zeeba","21 ottobre 2016","3:12","Deep house","oro","dk"
"Hate Me","Ellie Goulding,Juice Wrld","26 giugno 2019","3:06","Pop","oro","dk"
"Halo","Beyoncé","20 gennaio 2009","4:21","Pop","oro","dk"
"""Heroes""","David Bowie","23 settembre 1977","6:07 (versione album),,3:32 (radio edit)","Art rock","oro","dk"
"History","One Direction","5 febbraio 2016","3:07","Folk","oro","dk"
"Green Light","Lorde","3 marzo 2017","3:54","Elettropop,,Power pop,,Dance pop,,Post-disco","oro","dk"
"How to Save a Life","The Fray","26 marzo 2006  ","3:58","Piano rock","oro","dk"
"Higher Ground","Rasmussen","11 febbraio 2018","3:03","Pop,,Folk","oro","dk"
"How Will I Know","Whitney Houston","15 febbraio 1986","4:36","Synth pop,,Dance pop,,Contemporary R&B,,Funk-pop","oro","dk"
"Hold Me While You Wait","Lewis Capaldi","3 maggio 2019","3:25","Pop","oro","dk"
"Hey, Soul Sister","Train","11 agosto 2009 (Stati Uniti)  marzo 2010 (Europa)","3:37","Pop rock,,Folk rock,,Roots rock","oro","dk"
"Hotter than Hell","Dua Lipa","6 maggio 2016","3:07","Tropical house","oro","dk"
"Hot Girl Bummer","Blackbear","23 agosto 2019","3:05","Pop rap","oro","dk"
"Heartbeat","Enrique Iglesias","8 giugno 2010","4:17","Elettropop,,Dance","oro","dk"
"Here Without You","3 Doors Down","2003","4:00","Soft rock,,Pop rock","oro","dk"
"Human","Christina Perri","18 novembre 2013","4:10","Pop","oro","dk"
"I Love It","Kanye West,Lil Pump","7 settembre 2018","2:08","Dirty rap","oro","dk"
"Holy","Justin Bieber","18 settembre 2020","3:32","Gospel,,Musica cristiana contemporanea,,Pop","oro","dk"
"How Long","Charlie Puth","5 ottobre 2017","3:18","Pop,,Funk","oro","dk"
"Hurts So Good","Astrid S","6 maggio 2016","3:28","Synth pop","oro","dk"
"I Just Had Sex","The Lonely Island","19 dicembre 2010","2:48","Hip house,,Comedy hip hop,,Dirty rap","oro","dk"
"I Fall Apart","Post Malone","17 ottobre 2017","3:43","Hip hop","oro","dk"
"I Knew You Were Trouble","Taylor Swift","14 novembre 2012","3:40","Elettropop,,Dubstep","oro","dk"
"I Will Never Let You Down","Rita Ora","31 marzo 2014","3:23","Dance pop","oro","dk"
"I Don't Want to Miss a Thing","Aerosmith","13 giugno 1998","4:56","Pop rock,,Soft rock,,Power ballad","oro","dk"
"The House of the Rising Sun","","","","Folk","oro","dk"
"I Really Like You","Carly Rae Jepsen","2 marzo 2015","3:24","Dance pop,,Synth pop","oro","dk"
"Hurt","Christina Aguilera","11 giugno 2006","4:04","Ballata,,Pop","oro","dk"
"Hot","Inna","12 agosto 2008","3:39","Electro house","oro","dk"
"Heaven","Bryan Adams","1985","4:04","Hard rock,,Power ballad","oro","dk"
"I'm So Tired...","Lauv,Troye Sivan","24 gennaio 2019","2:42","Elettropop","oro","dk"
"ILY (I Love You Baby)","Surf Mesa","26 novembre 2019","2:56","Electronic dance music","oro","dk"
"In Love with a Girl","Gavin DeGraw","12 febbraio 2008","3:30","Soft rock,,Pop rock","oro","dk"
"Idontwannabeyouanymore","Billie Eilish","21 luglio 2017","3:23","Contemporary R&B","oro","dk"
"I'm on Fire","Bruce Springsteen","6 febbraio 1985","2:37","Album-oriented rock","oro","dk"
"I'll Be Missing You","Puff Daddy","23 maggio 1997","5:09","East Coast hip hop,,Pop rap,,Ballata","oro","dk"
"I Would Like","Zara Larsson","11 novembre 2016","3:46","Dance","oro","dk"
"In The Air Tonight","Phil Collins","5 gennaio 1981","5:30","Pop rock,,Ballata,,Pop sperimentale","oro","dk"
"(I've Had) The Time of My Life","Bill Medley,Jennifer Warnes","10 luglio 1987","4:50","Pop,,Soft rock,,Adult contemporary music","oro","dk"
"I'm Still Standing","Elton John","3 luglio 1983","3:03","Pop rock","oro","dk"
"It Will Rain","Bruno Mars","27 settembre 2011","4:17","Soul,,Soft rock,,Contemporary R&B","oro","dk"
"In da Club","50 Cent","7 gennaio 2003","3:13","Gangsta rap","oro","dk"
"In the End","Linkin Park","1º ottobre 2001","3:36","Nu metal,,Rap rock","oro","dk"
"Indestructible","Robyn","1 novembre 2010","3:40","Synth pop,,Europop","oro","dk"
"In My Head","Jason Derulo","22 febbraio 2010","3:21","Contemporary R&B,,Rock elettronico","oro","dk"
"Imagine","John Lennon","11 ottobre 1971  ","3:04","Pop,,Soft rock,,Ballata","oro","dk"
"If the World Was Ending","JP Saxe","19 ottobre 2019","3:28","Pop soul","oro","dk"
"Intoxicated","Martin Solveig,,GTA","23 Febbraio 2015","4:17","Future house,,Deep house","oro","dk"
"Ironic","Alanis Morissette","26 febbraio 1996","3:49","Pop rock,,Post-grunge","oro","dk"
"Independent Women Part I","Destiny's Child","10 ottobre 2000","3:41","Contemporary R&B","oro","dk"
"It Must Have Been Love","Roxette","19 giugno 1990","4:48","Pop","oro","dk"
"Is This Love","","1978","3:52","Reggae","oro","dk"
"It's You","Ali Gatie","14 giugno 2019","3:32","Contemporary R&B,,Pop","oro","dk"
"Jar of Hearts","Christina Perri","27 luglio 2010","4:06","Pop,,Piano rock,,Adult contemporary music","oro","dk"
"Into You","Ariana Grande","6 maggio 2016","4:04","Dance pop","oro","dk"
"Kryptonite","3 Doors Down","17 gennaio 2000","3:56","Rock alternativo,,Post-grunge","oro","dk"
"Issues","Julia Michaels","13 gennaio 2017","2:56","Pop","oro","dk"
"Jocelyn Flores","XXXTentacion","29 agosto 2017","1:59","Emo rap,,Alternative R&B,,Cloud rap,,Downtempo","oro","dk"
"Just a Dream","Nelly","17 agosto 2010  (vedi sotto)","3:57","Pop rap,,Contemporary R&B","oro","dk"
"Knockin' on Heaven's Door","Guns N' Roses","11 maggio 1992","5:35","Power ballad,,Hard rock","oro","dk"
"Kiss You","One Direction","8 febbraio 2013","3:04","Dance pop,,Teen pop,,Power pop","oro","dk"
"Jumpman","Drake,Future","10 novembre 2015","3:25","Trap","oro","dk"
"July","Noah Cyrus","31 luglio 2019","2:36","","oro","dk"
"Iris","Goo Goo Dolls","7 aprile 1998","4:49","Rock alternativo,,Soft rock,,Pop rock","oro","dk"
"Irreplaceable","Beyoncé","26 ottobre 2006    4 novembre 2006   5 dicembre 2006 ","3:47","Contemporary R&B,,Pop","oro","dk"
"L.U.V","Gilli","12 giugno 2020","2:46","Trap","oro","dk"
"Know No Better","Major Lazer","1º giugno 2017","3:45","Dance","oro","dk"
"Kill Em with Kindness","Selena Gomez","3 maggio 2016","3:37","Dance pop","oro","dk"
"Latch","Disclosure","8 ottobre 2012","4:16","Deep house,,UK garage,,Synth pop","oro","dk"
"Kolde nætter","Gilli","31 dicembre 2018","2:53","Trap","oro","dk"
"Kids","MGMT","13 ottobre 2008","5:02","Synth pop,,Neopsichedelia,,Alternative dance,,Indie pop","oro","dk"
"Like Toy Soldiers","Eminem","24 gennaio 2005","4:56","Hip hop,,Conscious hip hop","oro","dk"
"Last Resort","Papa Roach","18 settembre 2000","3:19","Nu metal,,Rap metal","oro","dk"
"Let Me Love You (Until You Learn to Love Yourself)","Ne-Yo","10 luglio 2012","4:14","Dance,,Europop,,Synth pop","oro","dk"
"Lemonade","AA.VV.,Gunna","14 agosto 2020","3:15","Hip hop","oro","dk"
"Lalala","Y2K,,bbno$","7 giugno 2019","2:40","Trap","oro","dk"
"Let You Love Me","Rita Ora","21 settembre 2018","3:10","Pop","oro","dk"
"Let Me Love You","DJ Snake","5 agosto 2016","3:25","Electronic dance music,,Tropical house,,Dancehall reggae","oro","dk"
"Lips Are Movin","Meghan Trainor","21 ottobre 2014","3:01","Bubblegum pop,,Doo-wop","oro","dk"
"Last Friday Night (T.G.I.F.)","Katy Perry","9 maggio 2011","3:50","Dance pop,,Teen pop","oro","dk"
"Levels","Avicii","28 ottobre 2011","5:37,,3:19 (radio edit)","Progressive house,,Musica elettronica","oro","dk"
"The London","Young Thug","23 maggio 2019","3:20","Hip hop","oro","dk"
"Like a G6","Far East Movement","13 aprile 2010","3:38","Electro house","oro","dk"
"Little Talks","Of Monsters and Men","20 dicembre 2011","4:16","Indie folk,,Indie rock,,Folk rock","oro","dk"
"Lights Up","Harry Styles","11 ottobre 2019","2:52","Pop,,Soul,,Pop rock","oro","dk"
"Lonely Boy","The Black Keys","25 novembre 2011","3:13","Hard rock,,Blues rock,,Garage rock,,Rock alternativo","oro","dk"
"Locked Out of Heaven","Bruno Mars","1º ottobre 2012","3:53","Reggae rock,,New wave,,Funk","oro","dk"
"Let It Go","Idina Menzel","25 novembre 2013","3 min : 45 s","Power ballad,,Colonna sonora","oro","dk"
"As Long as You Love Me","Backstreet Boys","1997","3:41","Pop","oro","dk"
