"title","artists","date","duration","genre","award","nation"
"Hey, Soul Sister","Train","11 agosto 2009 (Stati Uniti)  marzo 2010 (Europa)","3:37","Pop rock,,Folk rock,,Roots rock","6_platino","usa"
"Jar of Hearts","Christina Perri","27 luglio 2010","4:06","Pop,,Piano rock,,Adult contemporary music","6_platino","usa"
"Pompeii","Bastille","24 febbraio 2013","3:34","Synth pop","6_platino","usa"
"Lucid Dreams","Juice WRLD","4 maggio 2018","4:00","Emo rap,,Pop rap,,Alternative R&B","6_platino","usa"
"No lo trates","Daddy Yankee,Natti Natasha,Pitbull","26 aprile 2019","3:18","Reggaeton,,Pop latino","6_platino","usa"
"Party Up (Up in Here)","DMX","2000","4:28","Hardcore hip hop,,East Coast hip hop","6_platino","usa"
"Moonlight","XXXTentacion","14 agosto 2018","2:15","Emo rap,,Alternative R&B,,Pop rap","6_platino","usa"
"Need You Now","Lady Antebellum","24 agosto 2009","4:38","Country,,Pop","6_platino","usa"
"September","Earth,Wind & Fire","18 novembre 1978","3:35","Disco,,Funk,,Rhythm and blues,,Contemporary R&B,,Soul","6_platino","usa"
"Loyal","Chris Brown","19 dicembre 2013","4:24","Contemporary R&B,,Southern hip hop,,Gangsta rap","6_platino","usa"
"Ric Flair Drip","21 Savage,Offset,Metro Boomin","31 ottobre 2017","2:52","Trap","6_platino","usa"
"Started from the Bottom","Drake","7 febbraio 2013","2:53","Trap","6_platino","usa"
"Happier","Marshmello,Bastille","17 agosto 2018","3:34","Electronic dance music","6_platino","usa"
"The Next Episode","Dr. Dre","4 luglio 2000","2:41","G-funk,,Gangsta rap,,West Coast hip hop","6_platino","usa"
"Love Yourself","Justin Bieber","9 dicembre 2015","3:53","Musica acustica","6_platino","usa"
"Middle Child","J. Cole","23 gennaio 2019","3:33","Hip hop","6_platino","usa"
"Riptide","Vance Joy","21 maggio 2013","3:22","Indie pop","6_platino","usa"
"Problem","Ariana Grande","28 aprile 2014","3:13","Dance,,Contemporary R&B,,Pop","6_platino","usa"
"The Monster","Eminem","29 ottobre 2013","4:10","Hip hop","6_platino","usa"
"With You","Chris Brown","4 dicembre 2007","4:11","Contemporary R&B","6_platino","usa"
"Only Girl (In the World)","Rihanna","10 settembre 2010","3:55","Eurodance","6_platino","usa"
"Too Good at Goodbyes","Sam Smith","8 settembre 2017","3:21","Pop soul","6_platino","usa"
"Stay","Rihanna","7 gennaio 2013","4:00","Ballata,,Soul","6_platino","usa"
"Timber","Pitbull","7 ottobre 2013","3:24","Dance pop,,Folktronica","6_platino","usa"
"Ride","Twenty One Pilots","12 maggio 2015","3:34","Reggae","6_platino","usa"
"Thriller","Michael Jackson"," 12 novembre 1983   23 gennaio 1984","5:58,,(Album Version),,4:09,,(Remixed Short Version),,13:43,,(Video Version)","Disco,,Funk,,Pop","6_platino","usa"
"You're Makin' Me High","Toni Braxton","21 maggio 1996","4:27","Contemporary R&B","6_platino","usa"
"Truth Hurts","Lizzo","19 settembre 2017","2:53","Hip hop","6_platino","usa"
"We Are Never Ever Getting Back Together","Taylor Swift","13 agosto 2012  (date di pubblicazione)","3:11","Dance pop,,Bubblegum pop","6_platino","usa"
"Last Friday Night (T.G.I.F.)","Katy Perry","9 maggio 2011","3:50","Dance pop,,Teen pop","6_platino","usa"
"This Is What You Came For","Calvin Harris","29 aprile 2016","3:41","Electronic dance music","6_platino","usa"
"Yes Indeed","Lil Baby","15 maggio 2018","2:22","Trap","6_platino","usa"
"Starships","Nicki Minaj","14 febbraio 2012","3:30","Eurodance,,Europop,,Electro house","6_platino","usa"
"Young Dumb & Broke","Khalid","2 febbraio 2017","3:22","Contemporary R&B","6_platino","usa"
"Moves Like Jagger","Maroon 5","21 giugno 2011","3:21","Elettropop","6_platino","usa"
"What Do You Mean?","Justin Bieber","28 agosto 2015","3:27","Tropical house","6_platino","usa"
"Take Me to Church","Hozier","13 settembre 2013 – (vedi date di pubblicazione)","4:05","Soul,,Blues,,Indie rock","6_platino","usa"
"Wake Me Up","Avicii","17 giugno 2013","4:09","Progressive house,,Alternative dance,,Folktronica","6_platino","usa"
"What's My Name?","Rihanna","26 ottobre 2010","4:23","Elettropop","6_platino","usa"
"The Motto","Drake","29 novembre 2011","3:54","Southern hip hop","6_platino","usa"
"You Belong with Me","Taylor Swift","4 novembre 2008","3:52","Country pop","6_platino","usa"
"Young, Wild & Free","Snoop Dogg,Wiz Khalifa","11 ottobre 2011","3:27","Pop rap","6_platino","usa"
"Work","Rihanna","27 gennaio 2016","3:39","Dancehall reggae,,Reggae fusion","6_platino","usa"
