"title","artists","date","duration","genre","award","nation"
"I'm Yours","Jason Mraz","12 febbraio 2008    30 maggio 2008   2 giugno 2008 ","3:35","Pop,,Folk rock,,Musica acustica,,Reggae,,Punk rock","2_platino","dk"
"The Hills","The Weeknd","27 maggio 2015","4:02","Alternative R&B","2_platino","dk"
"Let It Go","James Bay","12 maggio 2014","4:21","Indie pop,,Folk rock,,Blues rock","2_platino","dk"
"FourFiveSeconds","Rihanna,Kanye West,Paul McCartney","24 gennaio 2015","3:08","Pop soul","2_platino","dk"
"God's Plan","Drake","19 gennaio 2018","3:18","Pop rap","2_platino","dk"
"Millionær","Rasmus Seebach","2011","4:29","Pop","2_platino","dk"
"Happier","Ed Sheeran","27 aprile 2018","3:26","Pop","2_platino","dk"
"I Don't Wanna Live Forever","Zayn,Taylor Swift","9 dicembre 2016","4:05","Pop","2_platino","dk"
"Just Give Me a Reason","Pink","5 febbraio 2013","4:03","Pop","2_platino","dk"
"Merry Christmas Everyone","Shakin' Stevens","7 dicembre 1985","3:39/4:15","Musica natalizia,,Pop,,Rock,,Rock and roll","2_platino","dk"
"Hymn for the Weekend","Coldplay","5 febbraio 2016","4:18","Pop","2_platino","dk"
"Mercy","Shawn Mendes","18 ottobre 2016","3:28","Pop rock","2_platino","dk"
"Hot n Cold","Katy Perry","30 settembre 2008","3:40","Dance pop","2_platino","dk"
"Langsom","Gilli","31 dicembre 2017","3:29","Trap","2_platino","dk"
"Just the Way You Are","Bruno Mars","20 luglio 2010","3:40","Pop,,Contemporary R&B","2_platino","dk"
"I Don't Care","Ed Sheeran,Justin Bieber","10 maggio 2019","3:39","Elettropop","2_platino","dk"
"Lucid Dreams","Juice WRLD","4 maggio 2018","4:00","Emo rap,,Pop rap,,Alternative R&B","2_platino","dk"
"I Need Your Love","Calvin Harris","12 aprile 2013","3:54","Electro house,,Synth pop,,Dance pop","2_platino","dk"
"Mirrors","Justin Timberlake","11 febbraio 2013","8:04,(album version),,4:37,(radio edit)","Pop,,Contemporary R&B","2_platino","dk"
"Hips Don't Lie","Shakira","28 febbraio 2006","3:41","Salsa,,World music","2_platino","dk"
"In My Mind","Dynoro,Gigi D'Agostino","8 giugno 2018","3:03","Future House","2_platino","dk"
"One Call Away","Charlie Puth","20 agosto 2015","3:12","Pop soul","2_platino","dk"
"Havana","Camila Cabello","8 settembre 2017","3:36","Musica latina,,Pop","2_platino","dk"
"Lose Yourself","Eminem","28 ottobre 2002","5:27","Rap rock,,Conscious hip hop","2_platino","dk"
"Mirror","Lil Wayne","13 settembre 2011","3:48","Alternative hip hop,,Soul","2_platino","dk"
"Old Town Road","Lil Nas X","3 dicembre 2018","1:53","Country rap,,Trap","2_platino","dk"
"Orale","Gilli","6 luglio 2015","3:47","Trap","2_platino","dk"
"One Kiss","Calvin Harris,Dua Lipa","6 aprile 2018","3:34","Dance pop,,Tropical house","2_platino","dk"
"Just Dance","Lady Gaga","8 aprile 2008","4:02","","2_platino","dk"
"Pompeii","Bastille","24 febbraio 2013","3:34","Synth pop","2_platino","dk"
"Santa Tell Me","Ariana Grande","24 novembre 2014","3:24","Musica natalizia","2_platino","dk"
"Shotgun","George Ezra","18 maggio 2018","3:26","Folk rock","2_platino","dk"
"Payphone","Maroon 5","17 aprile 2012","3:51","Pop rap,,Pop rock","2_platino","dk"
"Only Teardrops","Emmelie de Forest","2 maggio 2013  (vedi dettagli)","3:03,,(vedi dettagli)","Pop,,Folk,,World music","2_platino","dk"
"Problem","Ariana Grande","28 aprile 2014","3:13","Dance,,Contemporary R&B,,Pop","2_platino","dk"
"Silence","Marshmello","11 agosto 2017","3:00","Electronic dance music","2_platino","dk"
"Sad!","XXXTentacion","2 marzo 2018","2:46","Cloud rap,,Emo rap,,Alternative R&B,,Pop rap","2_platino","dk"
"One More Night","Maroon 5","19 giugno 2012","3:39","Reggae fusion,,Pop rock","2_platino","dk"
"She Wolf (Falling to Pieces)","David Guetta","21 agosto 2012","3:42","Electro house","2_platino","dk"
"See You Again","Wiz Khalifa","10 marzo 2015","3:49","Pop rap","2_platino","dk"
"Roses","Saint Jhn","luglio 2016","2:53","Contemporary R&B,,Hip hop,,Trap","2_platino","dk"
"Stars Dance","Selena Gomez","19 luglio 2013","38:59","Pop","2_platino","dk"
"Roar","Katy Perry","10 agosto 2013","3:42","Power pop","2_platino","dk"
"Rather Be","Clean Bandit","17 gennaio 2014","3:49","Synth pop,,Musica house,,Pop barocco","2_platino","dk"
"Moves Like Jagger","Maroon 5","21 giugno 2011","3:21","Elettropop","2_platino","dk"
"Something Just Like This","The Chainsmokers,Coldplay","22 febbraio 2017","4:07","Elettropop","2_platino","dk"
"Rolling in the Deep","Adele","29 novembre 2010","3:48","Pop soul","2_platino","dk"
"Say Something","A Great Big World","3 settembre 2013  (vedi date di pubblicazione)","3:49","Ballata","2_platino","dk"
"Señorita","Shawn Mendes,Camila Cabello","21 giugno 2019","3:10","Pop","2_platino","dk"
"Too Good at Goodbyes","Sam Smith","8 settembre 2017","3:21","Pop soul","2_platino","dk"
"Some Nights","Fun.","4 giugno 2012","4:37","Indie pop,,Afrobeat,,Power pop,,Indie folk","2_platino","dk"
"Starboy","The Weeknd","22 settembre 2016","3:50","Synth pop","2_platino","dk"
"Stressed Out","Twenty One Pilots","28 aprile 2015","3:22","Alternative hip hop","2_platino","dk"
"Rockabye","Clean Bandit","21 ottobre 2016","4:11","Dancehall reggae,,Tropical house,,Musica elettronica","2_platino","dk"
"Sweet Nothing","Calvin Harris","14 ottobre 2012","3:33","Progressive house","2_platino","dk"
"Someone like You","Adele","15 febbraio 2011","4:45","Pop soul,,Blues","2_platino","dk"
"Where Are Ü Now","Skrillex,Diplo,Justin Bieber","21 aprile 2015  (vedi date di pubblicazione)","4:10","Electronic dance music,,Ballata","2_platino","dk"
"Starships","Nicki Minaj","14 febbraio 2012","3:30","Eurodance,,Europop,,Electro house","2_platino","dk"
"These Days","Rudimental","19 gennaio 2018","3:30","Pop","2_platino","dk"
"Sunflower","Post Malone,Swae Lee","18 ottobre 2018","2:39","Ballata,,Dream pop,,Hip hop,,Pop","2_platino","dk"
"Poker Face","Lady Gaga","26 settembre 2008","3:59","","2_platino","dk"
"You're Not There","Lukas Graham","13 maggio 2016","3:21","Pop","2_platino","dk"
"Umbrella","Rihanna","29 marzo 2007","4:36","Dance pop,,Contemporary R&B","2_platino","dk"
"Troublemaker","Olly Murs","12 ottobre 2012","3:06","Pop,,Hip hop,,Funk rock","2_platino","dk"
"There's Nothing Holdin' Me Back","Shawn Mendes","21 aprile 2017","3:19","Pop rock","2_platino","dk"
"We Don't Talk Anymore","Charlie Puth","24 maggio 2016","3:37","Tropical house","2_platino","dk"
"This Is What You Came For","Calvin Harris","29 aprile 2016","3:41","Electronic dance music","2_platino","dk"
"Work","Rihanna","27 gennaio 2016","3:39","Dancehall reggae,,Reggae fusion","2_platino","dk"
"What Makes You Beautiful","One Direction","11 settembre 2011","3:18","Power pop","2_platino","dk"
"We Found Love","Rihanna","22 settembre 2011  (date di pubblicazione)","3:35","Electro house,,Dance pop","2_platino","dk"
