"title","artists","date","duration","genre","award","nation"
"Kiss Me thru the Phone","Soulja Boy Tell'em","27 novembre 2008","3:14","Pop rap,,Contemporary R&B","4_platino","usa"
"Hips Don't Lie","Shakira","28 febbraio 2006","3:41","Salsa,,World music","4_platino","usa"
"Let It Rock","Kevin Rudolf","29 luglio 2008 (USA)  29 dicembre 2008 (UK)","3:56","Rock elettronico,,Elettropop,,Pop rock","4_platino","usa"
"I'm Your Angel","Céline Dion,R. Kelly","25 settembre 1998","5:31","Contemporary R&B,,Pop soul,,Gospel","4_platino","usa"
"Love Song","Sara Bareilles","19 giugno 2007","4:20","Pop","4_platino","usa"
"Into You","Fabolous","15 luglio 2003","4:13","East Coast hip hop,,Hip hop soul","4_platino","usa"
"If I Ain't Got You","Alicia Keys","17 febbraio 2004","3:48","Soul","4_platino","usa"
"Just a Dream","Nelly","17 agosto 2010  (vedi sotto)","3:57","Pop rap,,Contemporary R&B","4_platino","usa"
"Lean On","Major Lazer,DJ Snake","2 marzo 2015","2:56","Moombahton,,Musica da ballo,,Bounce music","4_platino","usa"
"Like a G6","Far East Movement","13 aprile 2010","3:38","Electro house","4_platino","usa"
"Misery Business","Paramore","18 giugno 2007    11 febbraio 2008  ","3:31","Rock alternativo,,Pop punk,,Emo-pop","4_platino","usa"
"Marry You","Bruno Mars","22 agosto 2011","3:50","Pop,,Doo-wop","4_platino","usa"
"Live Your Life","T.I.","10 settembre 2008","5:39","Conscious hip hop,,Pop rap","4_platino","usa"
"Love","Kendrick Lamar","2 ottobre 2017","3:33","Hip hop,,Contemporary R&B","4_platino","usa"
"Kiss Kiss","Chris Brown","1º settembre 2007","4:10","Pop rap,,Contemporary R&B","4_platino","usa"
"Love Galore","SZA","27 aprile 2017","4:35","Alternative R&B","4_platino","usa"
"Macarena (Bayside Boys Mix)","Los del Río","15 agosto 1995","3:51","Pop latino,,Dance","4_platino","usa"
"Mine","Bazzi","12 ottobre 2017","2:13","Pop","4_platino","usa"
"Mockingbird","Eminem","25 aprile 2004","4:10","Pop rap","4_platino","usa"
"Nuthin' But a ""G"" Thang","Dr. Dre","19 novembre 1992","3:58","G-funk,,West Coast hip hop,,Gangsta rap","4_platino","usa"
"Money","Cardi B","23 ottobre 2018","3:03","Hip hop","4_platino","usa"
"Love You Like a Love Song","Selena Gomez,& the Scene","21 giugno 2011","3:09","Elettropop","4_platino","usa"
"No me acuerdo","Thalía,Natti Natasha","1º giugno 2018","3:38","Pop latino","4_platino","usa"
"No Air","Jordin Sparks,Chris Brown","11 febbraio 2008","4:24","Contemporary R&B,,Pop soul","4_platino","usa"
"No Love","Eminem","5 ottobre 2010","4:59","Alternative hip hop,,Conscious hip hop,,Pop rap","4_platino","usa"
"Look Back at It","A Boogie wit da Hoodie","6 dicembre 2018","2:59","Hip hop","4_platino","usa"
"One Call Away","Charlie Puth","20 agosto 2015","3:12","Pop soul","4_platino","usa"
"Often","The Weeknd","31 luglio 2014","4:10","Alternative R&B","4_platino","usa"
"OMG","Usher","20 marzo 2010","4:29","Elettropop,,Synth pop,,Dance pop","4_platino","usa"
"Naturally","Selena Gomez & the Scene","1º febbraio 2010  (date di pubblicazione)","3:22","Elettropop,,Dance pop","4_platino","usa"
"Look What You Made Me Do","Taylor Swift","25 agosto 2017","3:31","Elettropop,,Dance pop,,Electroclash","4_platino","usa"
"Regulate","Warren G","28 aprile 1994","4:11","G-funk,,Hip hop soul","4_platino","usa"
"Pumped Up Kicks","Foster the People","4 aprile 2011","3:40","Indie rock,,Indie pop","4_platino","usa"
"Our Song","Taylor Swift","22 agosto 2007","3:24","Country","4_platino","usa"
"Paper Planes","M.I.A.","11 febbraio 2008","3:24","Alternative dance,,Alternative hip hop","4_platino","usa"
"Photograph","Ed Sheeran","11 maggio 2015","4:18","Soft rock","4_platino","usa"
"One More Night","Maroon 5","19 giugno 2012","3:39","Reggae fusion,,Pop rock","4_platino","usa"
"Ridin'","Chamillionaire","14 marzo 2006 (USA)  settembre 2007  (UK)","4:08","Hardcore hip hop,,Gangsta rap,,Southern hip hop","4_platino","usa"
"Numb","Linkin Park","8 settembre 2003","3:06","Alternative metal","4_platino","usa"
"Ooouuu","Young M.A","12 maggio 2016","3:54","Hip hop","4_platino","usa"
"Ruff Ryders' Anthem","DMX","1998","3:34","Gangsta rap,,East Coast hip hop","4_platino","usa"
"Ridin' Solo","Jason Derulo","26 aprile 2010","3:36","Elettropop","4_platino","usa"
"The One That Got Away","Katy Perry","26 settembre 2011","3:47","Pop rock","4_platino","usa"
"Not Afraid","Eminem","29 aprile 2010","4:19","Pop rap","4_platino","usa"
"Part of Me","Katy Perry","13 febbraio 2012","3:35","Elettropop,,Dance","4_platino","usa"
"The Real Slim Shady","Eminem","10 maggio 2000","","Comedy hip hop","4_platino","usa"
"No me queda más","Selena","ottobre 1994","3:16","Pop latino,,Musica Tex-Mex","4_platino","usa"
"Ransom","Lil Tecca","22 maggio 2019","2:11","Hip hop","4_platino","usa"
"Rap God","Eminem","15 ottobre 2013","6:03","Hip hop","4_platino","usa"
"Price Tag","Jessie J","25 gennaio 2011","3:46","Reggae fusion","4_platino","usa"
"Scars to Your Beautiful","Alessia Cara","26 luglio 2016","3:50","Pop rock,,Rhythm and blues","4_platino","usa"
"Starving","Hailee Steinfeld,Grey","22 luglio 2016","3:01","Pop,,Electronic dance music","4_platino","usa"
"Right Above It","Lil Wayne","17 agosto 2010","4:36","Elettrorap,,Pop rap,,Southern hip hop","4_platino","usa"
"Side to Side","Ariana Grande","30 agosto 2016","3:46","Reggae fusion,,Dancehall reggae","4_platino","usa"
"Run It!","Chris Brown","26 luglio 2005","3:49","Crunk & B","4_platino","usa"
"S&M","Rihanna","21 gennaio 2011","4:04","Eurodance,,Electro,,Hi-NRG","4_platino","usa"
"Silence","Marshmello","11 agosto 2017","3:00","Electronic dance music","4_platino","usa"
"Swervin","A Boogie wit da Hoodie","2 luglio 2019","3:08","Hip hop","4_platino","usa"
"Take a Bow","Rihanna","15 aprile 2008","3:49","Contemporary R&B,,Soul","4_platino","usa"
"Set Fire to the Rain","Adele","4 luglio 2011","4:02","Pop,,Power ballad","4_platino","usa"
"Talk","Khalid","7 febbraio 2019","3:17","Contemporary R&B","4_platino","usa"
"Single Ladies (Put a Ring on It)","Beyoncé","8 ottobre 2008","3:13","Dance pop,,Contemporary R&B","4_platino","usa"
"A Thousand Years","Christina Perri","18 ottobre 2011","4:47","Pop,,Piano rock","4_platino","usa"
"Roxanne","Arizona Zervas","10 ottobre 2019","2:43","Pop rap","4_platino","usa"
"Umbrella","Rihanna","29 marzo 2007","4:36","Dance pop,,Contemporary R&B","4_platino","usa"
"Unsteady","X Ambassadors","13 novembre 2015","3:13","Indie rock","4_platino","usa"
"Whatever You Like","T.I.","22 luglio 2008  29 luglio 2008","4:09","Pop rap","4_platino","usa"
"Summer","Calvin Harris","14 marzo 2014","3:44","Electronic dance music","4_platino","usa"
"Wanted Dead or Alive","Bon Jovi","1987","5:09","Rock,,Country rock,,Hard rock,,Album-oriented rock","4_platino","usa"
"Want to Want Me","Jason Derulo","9 marzo 2015","3:35","Disco,,Pop","4_platino","usa"
"There's Nothing Holdin' Me Back","Shawn Mendes","21 aprile 2017","3:19","Pop rock","4_platino","usa"
"Tunnel Vision","Kodak Black","17 febbraio 2017","4:28","Hip hop,,Trap","4_platino","usa"
"Shallow","Lady Gaga,Bradley Cooper","27 settembre 2018","3:37","Country,,Folk pop","4_platino","usa"
"We Will Rock You","Queen","7 ottobre 1977","2:01","Hard rock,,Arena rock,,Glam rock","4_platino","usa"
"We R Who We R","Kesha","22 ottobre 2010","3:24","Elettropop,,Dance pop","4_platino","usa"
"Young Dumb & Broke","Khalid","2 febbraio 2017","3:22","Contemporary R&B","4_platino","usa"
"Treasure","Bruno Mars","17 giugno 2013","2:56","Disco,,Funk,,Contemporary R&B","4_platino","usa"
"The Way Life Goes","Lil Uzi Vert","3 ottobre 2017","3:41","Emo rap","4_platino","usa"
"Starships","Nicki Minaj","14 febbraio 2012","3:30","Eurodance,,Europop,,Electro house","4_platino","usa"
"Taki Taki","DJ Snake","28 settembre 2018","3:32","Reggaeton","4_platino","usa"
"Team","Lorde","13 settembre 2013","3:31","Art rock,,Alternative hip hop,,Musica minimalista","4_platino","usa"
"What Makes You Beautiful","One Direction","11 settembre 2011","3:18","Power pop","4_platino","usa"
"What Doesn't Kill You (Stronger)","Kelly Clarkson","14 novembre 2011","3:41","Pop rock,,Dance pop","4_platino","usa"
"Where Are Ü Now","Skrillex,Diplo,Justin Bieber","21 aprile 2015  (vedi date di pubblicazione)","4:10","Electronic dance music,,Ballata","4_platino","usa"
"We Belong Together","Mariah Carey","22 marzo 2005    4 luglio 2005 ","3:23","Hip hop,,Contemporary R&B","4_platino","usa"
"We Don't Talk Anymore","Charlie Puth","24 maggio 2016","3:37","Tropical house","4_platino","usa"
"Where Ya At","Future","18 luglio 2015","3:27","Trap","4_platino","usa"
"Your Body's Callin'","R. Kelly","11 marzo 1994","4:37","Hip hop soul,,Contemporary R&B","4_platino","usa"
"Wild Ones","Flo Rida","19 dicembre 2011","3:53","Hip house,,Dance pop","4_platino","usa"
"Without Me","Eminem","14 maggio 2002","4:50","Comedy hip hop,,Musica demenziale","4_platino","usa"
"Where Have You Been","Rihanna","8 maggio 2012  (date di pubblicazione)","4:02","Dance pop,,Electro house,,Techno","4_platino","usa"
"Whats Poppin","Jack Harlow","21 gennaio 2020","2:19","Hip hop","4_platino","usa"
"Your Love Is My Drug","Kesha","14 maggio 2010","3:06","Elettropop,,Dance pop","4_platino","usa"
"Wildest Dreams","Taylor Swift","31 agosto 2015","3:40","Dream pop","4_platino","usa"
"When the Party's Over","Billie Eilish","17 ottobre 2018","3:16","Indie pop","4_platino","usa"
"Yeah!","Usher","27 gennaio 2004","4:10","Crunk & B","4_platino","usa"
