"title","artists","date","duration","genre","award","nation"
"Just a Kiss","Lady Antebellum","2 maggio 2011","3:41","Country,,Country pop","1_platino","can"
"Is Anybody Out There","K'naan","24 gennaio 2012","3:58","Pop rap,,Alternative hip hop","1_platino","can"
"Kiss You","One Direction","8 febbraio 2013","3:04","Dance pop,,Teen pop,,Power pop","1_platino","can"
"Little Talks","Of Monsters and Men","20 dicembre 2011","4:16","Indie folk,,Indie rock,,Folk rock","1_platino","can"
"Kings & Queens","Ava Max","12 marzo 2020","2:42","Power pop","1_platino","can"
"Little Things","One Direction","29 ottobre 2012","3:37","Pop,,Folk pop","1_platino","can"
"Know-It-All","Alessia Cara","13 novembre 2015","35:34","Alternative R&B,,Pop","1_platino","can"
"Live While We're Young","One Direction","28 settembre 2012","3:18","Bubblegum pop","1_platino","can"
"Lonely Together","Avicii","11 agosto 2017","3:01","Progressive house","1_platino","can"
"Let's Dance","David Bowie","17 marzo 1983","4:07","New wave,,Dance pop,,Dance rock,,Pop rock","1_platino","can"
"Let Me Love You","DJ Snake","5 agosto 2016","3:25","Electronic dance music,,Tropical house,,Dancehall reggae","1_platino","can"
"LSD","ASAP Rocky","21 maggio 2015","3:58","Alternative R&B,,Neopsichedelia","1_platino","can"
"Locked Away","Rock City","29 giugno 2015","3:49","Dancehall reggae,,Reggae fusion","1_platino","can"
"Like I Do","David Guetta,Martin Garrix,Brooks","22 febbraio 2018","3:22","Future bounce","1_platino","can"
"The Loco-Motion","Little Eva","1962","","Rhythm and blues,,Pop","1_platino","can"
"Let's Go","Calvin Harris","30 marzo 2012","3:46","Progressive house,,Dance pop","1_platino","can"
"Love Galore","SZA","27 aprile 2017","4:35","Alternative R&B","1_platino","can"
"Make Me (Cry)","Noah Cyrus","15 novembre 2016","4:02","Electro","1_platino","can"
"Make It Rain","Fat Joe","ottobre 2006","4:11","East Coast hip hop","1_platino","can"
"Maniac","Conan Gray","25 ottobre 2019","3:05","Indie pop","1_platino","can"
"Let It Go","Idina Menzel","25 novembre 2013","3 min : 45 s","Power ballad,,Colonna sonora","1_platino","can"
"Lose Control","Meduza,Becky Hill,Goodboys","11 ottobre 2019","2:48","Dance pop","1_platino","can"
"Lose Somebody","Kygo,OneRepublic","15 maggio 2020","3:19","Electronic dance music","1_platino","can"
"Même les anges","Audrey de Montigny","4 novembre 2003","3:01","Pop","1_platino","can"
"Mess Is Mine","Vance Joy","9 luglio 2014","3:43","Indie pop","1_platino","can"
"Loco contigo","DJ Snake,J Balvin","14 giugno 2019","3:05","Reggaeton","1_platino","can"
"Look Back at It","A Boogie wit da Hoodie","6 dicembre 2018","2:59","Hip hop","1_platino","can"
"Me & Ur Ghost","Blackbear","16 gennaio 2020","3:20","Pop rap","1_platino","can"
"Makes Me Wonder","Maroon 5","1º aprile 2007","3:31","Funk rock,,Dance rock","1_platino","can"
"Moonlight","XXXTentacion","14 agosto 2018","2:15","Emo rap,,Alternative R&B,,Pop rap","1_platino","can"
"Misery","Maroon 5","22 giugno 2010","3:36","Pop rock,,Funk rock","1_platino","can"
"Love Me Harder","Ariana Grande,The Weeknd","30 settembre 2014","3:56","Pop","1_platino","can"
"Lonely","Justin Bieber,Benny Blanco","16 ottobre 2020","2:29","Pop","1_platino","can"
"My Church","Maren Morris","19 gennaio 2016","3:17","Country pop,,Contemporary R&B,,Gospel","1_platino","can"
"My Boy","Billie Eilish","28 luglio 2017","2:50","Pop","1_platino","can"
"More Than You Know","Axwell Ʌ Ingrosso","27 maggio 2017","3:23","Electronic dance music","1_platino","can"
"Mr. Know It All","Kelly Clarkson","5 settembre 2011","3:53","Pop","1_platino","can"
"Missing You","John Waite","23 giugno 1984","4:01","Soft rock,,Pop rock,,Power ballad","1_platino","can"
"Natural","Imagine Dragons","17 luglio 2018","3:09","Indietronica,,Pop rock,,Arena rock","1_platino","can"
"Mine","Taylor Swift","4 agosto 2010  (date di pubblicazione)","3:51","Country pop","1_platino","can"
"No Excuses","Meghan Trainor","1º marzo 2018","2:32","Pop","1_platino","can"
"Naturally","Selena Gomez & the Scene","1º febbraio 2010  (date di pubblicazione)","3:22","Elettropop,,Dance pop","1_platino","can"
"Money","Cardi B","23 ottobre 2018","3:03","Hip hop","1_platino","can"
"More Than Words","Extreme","23 marzo 1991","5:34,(versione album),,3:43,(versione singolo)","Pop rock,,Soft rock,,Rock acustico","1_platino","can"
"Love on the Brain","Rihanna","27 settembre 2016","3:44","Doo-wop,,Ballata","1_platino","can"
"Madness","Muse","20 agosto 2012","4:39","Synth pop","1_platino","can"
"New Americana","Halsey","10 luglio 2015","3:03","Elettropop","1_platino","can"
"No Heart","21 Savage,Metro Boomin","19 ottobre 2016","3:55","Gangsta rap,,Trap,,Hardcore hip hop,,Hip hop","1_platino","can"
"My Boo","Usher,Alicia Keys","21 settembre 2004","3:43","Contemporary R&B","1_platino","can"
"My Ex's Best Friend","Machine Gun Kelly,Blackbear","7 agosto 2020","2:19","Pop punk","1_platino","can"
"Niggas in Paris","Jay-Z,Kanye West","13 settembre 2011","3:39","Elettrorap,,Trap,,Hardcore hip hop,,Electro house","1_platino","can"
"Nightmare","Halsey","17 maggio 2019","3:52","Punk rock","1_platino","can"
"Nice to Meet Ya","Niall Horan","4 ottobre 2019","2:38","Pop rock","1_platino","can"
"My Type","Saweetie","11 giugno 2019","2:06","Crunk","1_platino","can"
"My Sharona","The Knack","18 giugno 1979","4:55","Power pop,,Hard rock,,Punk rock","1_platino","can"
"Night Fever","Bee Gees","7 febbraio 1978","3:51","Disco,,Pop","1_platino","can"
"Nothin' on You","B.o.B","2 febbraio 2010 (US)  17 maggio 2010  (UK)","4:29,(Album),,3:40,(Radio Edit)","Pop rap","1_platino","can"
"Please Me","Cardi B,Bruno Mars","15 febbraio 2019","3:20","Contemporary R&B","1_platino","can"
"One Time","Justin Bieber","18 maggio 2009","3:32","Teen pop,,Dance pop,,Contemporary R&B","1_platino","can"
"Our Song","Taylor Swift","22 agosto 2007","3:24","Country","1_platino","can"
"Now or Never","Halsey","4 aprile 2017","3:34","Elettropop","1_platino","can"
"OMG","Camila Cabello","3 agosto 2017","3:48","Hip hop,,Trap","1_platino","can"
"The Other Side","Jason Derulo","3 aprile 2013","3:47","Dance pop","1_platino","can"
"Nobody but You","Blake Shelton","21 gennaio 2020","3:19","Country","1_platino","can"
"Outnumbered","Dermot Kennedy","14 giugno 2019","4:05","Folk pop","1_platino","can"
"Me!","Taylor Swift","26 aprile 2019","3:13","Bubblegum pop,,Synth pop","1_platino","can"
"No Idea","Don Toliver","29 maggio 2019","2:33","Hip hop","1_platino","can"
"Photograph","Nickelback","settembre 2005","4:19,(album),,3:55,(radio edit)","Pop rock,,Post-grunge","1_platino","can"
"Pity Party","Melanie Martinez","1 giugno 2015","3:23","Electro","1_platino","can"
"Pocketful Of Sunshine","Natasha Bedingfield","2008","","Pop","1_platino","can"
"Power Over Me","Dermot Kennedy","16 ottobre 2018","3:26","Pop","1_platino","can"
"Ready or Not","Bridgit Mendler","3 agosto 2012","3:20","Soul,,Rhythm and blues","1_platino","can"
"No Time to Die","Billie Eilish","14 febbraio 2020","4:03","Pop","1_platino","can"
"Red Roses","Lil Skies","26 giugno 2017","4:23","Trap","1_platino","can"
"Positions","Ariana Grande","23 ottobre 2020  (vedi date di pubblicazione)","2:52","","1_platino","can"
"Prayer","Robin Schulz","19 settembre 2014","","Dance","1_platino","can"
"Physical","Dua Lipa","31 gennaio 2020","3:13","Pop,,Synth pop","1_platino","can"
"Rap God","Eminem","15 ottobre 2013","6:03","Hip hop","1_platino","can"
"Peanut Butter Jelly","Galantis","20 aprile 2015","3:24","French house,,Nu-disco","1_platino","can"
"Return of Saturn","No Doubt","11 aprile 2000","60:42","Rock alternativo","1_platino","can"
"On My Mind","Ellie Goulding","17 settembre 2015","3:33","Elettropop,,Trap","1_platino","can"
"Real Friends","Camila Cabello","7 dicembre 2017","3:33","Pop,,Reggae","1_platino","can"
"The Reflex","Duran Duran","16 aprile 1984","4:23","New wave,,Synth pop,,Dance pop","1_platino","can"
"Piece of Me","Britney Spears","27 novembre 2007","03:32,(album explicit version),03:11 (video version, radio edited)","Elettropop","1_platino","can"
"Post Malone","Sam Feldt","24 maggio 2019","2:54","Tropical house","1_platino","can"
"Say You, Say Me","Lionel Richie","29 ottobre 1985","3:59","Pop,,Rhythm and blues,,Soul,,Colonna sonora,,Power ballad","1_platino","can"
"Ridin' Solo","Jason Derulo","26 aprile 2010","3:36","Elettropop","1_platino","can"
"The Pretender","Foo Fighters","6 agosto 2007","4:28","Rock alternativo,,Hard rock","1_platino","can"
"Selfie","The Chainsmokers","29 gennaio 2014","3:03","Electro house","1_platino","can"
"Scars to Your Beautiful","Alessia Cara","26 luglio 2016","3:50","Pop rock,,Rhythm and blues","1_platino","can"
"Rumour Has It","Adele","9 marzo 2012","3:43","Soul,,Blues,,Jazz","1_platino","can"
"Shout Out To My Ex","Little Mix","16 ottobre 2016","4:06","Dance pop","1_platino","can"
"Ring","Cardi B","28 agosto 2018","2:57","Contemporary R&B","1_platino","can"
"Seeya","deadmau5","27 maggio 2014","6:43","Funk","1_platino","can"
"Run the World (Girls)","Beyoncé","21 aprile 2011","3:56","Contemporary R&B,,Dancehall reggae","1_platino","can"
"Ruin My Life","Zara Larsson","18 ottobre 2018","3:10","Pop","1_platino","can"
"She Looks So Perfect","5 Seconds of Summer","21 febbraio 2014","3:22","Pop rock","1_platino","can"
"Saint-Tropez","Post Malone","29 agosto 2020","2:30","Hip hop","1_platino","can"
"She Will Be Loved","Maroon 5","27 luglio 2004","4:17","Pop rock","1_platino","can"
"Sorry","Madonna","20 febbraio 2006   28 febbraio 2006  ","4:43","Disco,,Dance pop","1_platino","can"
"Show Me","Kid Ink","17 settembre 2013","3:39","Elettrorap,,Dirty rap,,Contemporary R&B","1_platino","can"
"Still Got Time","Zayn","24 marzo 2017","3:08","Alternative R&B,,Pop","1_platino","can"
"Shotgun","George Ezra","18 maggio 2018","3:26","Folk rock","1_platino","can"
"Shots","LMFAO","13 ottobre 2009","3:42","Elettrorap","1_platino","can"
"River","Eminem","22 dicembre 2017","3:41","Hip hop,,Folk","1_platino","can"
"Since U Been Gone","Kelly Clarkson","16 novembre 2004","3:08","Pop rock,,Pop punk,,Power pop","1_platino","can"
"Shower","Becky G","23 aprile 2014","3:26","Teen pop,,Pop rap","1_platino","can"
"Started from the Bottom","Drake","7 febbraio 2013","2:53","Trap","1_platino","can"
"Stuttering","Fefe Dobson","7 settembre 2010","3:09","Pop rock,,Pop","1_platino","can"
"Stir Fry","Migos","20 dicembre 2017","3:09","Trap","1_platino","can"
"Stayin' Alive","Bee Gees","13 dicembre 1977","4:45","Disco","1_platino","can"
"Start wit Me","Roddy Ricch","25 ottobre 2019","2:38","Hip hop","1_platino","can"
"Suge","DaBaby","23 aprile 2019","2:43","Trap","1_platino","can"
"Sum 2 Prove","Lil Baby","10 gennaio 2020","3:25","Trap","1_platino","can"
"Somebody That I Used to Know","Gotye","6 luglio 2011","4:04","Art pop","1_platino","can"
