"title","artists","date","duration","genre","award","nation"
"Badabum Cha Cha","Marracash","18 aprile 2008","3:38","Hip hop","2_platino","it"
"L'anima vola","Elisa","23 agosto 2013","4:04","Alternative dance","2_platino","it"
"Another Brick in the Wall","Pink Floyd","30 novembre 1979","8:27","Rock progressivo","2_platino","it"
"Bene","Gemitaiz","1º luglio 2015","3:57","Pop rap","2_platino","it"
"All I Want for Christmas Is You","Mariah Carey","1º novembre 1994","4:01","","2_platino","it"
"Animals","Martin Garrix","17 giugno 2013","5:04","Electronic dance music","2_platino","it"
"Auto blu","Shiva","26 marzo 2020","2:46","Trap","2_platino","it"
"Back in Black","AC/DC","1981","4:15","Hard rock,,Rock and roll,,Heavy metal,,Blues rock","2_platino","it"
"Bene ma non benissimo","Shade","6 giugno 2017","3:11","Pop rap","2_platino","it"
"Bang Bang","Jessie J,Ariana Grande,Nicki Minaj","29 luglio 2014","3:19","Pop,,Pop soul","2_platino","it"
"Barrio","Mahmood","30 agosto 2019","2:45","Contemporary R&B","2_platino","it"
"Blame","Calvin Harris","5 settembre 2014","3:34","Electronic dance music","2_platino","it"
"Bad Liar","Imagine Dragons","6 novembre 2018","4:20","Elettropop","2_platino","it"
"Boogieman","Ghali","17 gennaio 2020","2:39","Elettrorap","2_platino","it"
"Bang My Head","David Guetta","30 ottobre 2015","3:13","Electronic dance music,,Moombahton","2_platino","it"
"Bando","Anna","31 gennaio 2020","2:48","Hip house","2_platino","it"
"Bimbi","Charlie Charles","17 marzo 2017","4:00","Trap","2_platino","it"
"Bimbi per strada (Children)","Fedez,Robert Miles","11 giugno 2020","3:20","Elettrorap","2_platino","it"
"Break Free","Ariana Grande","3 luglio 2014","3:34","Electronic dance music","2_platino","it"
"Better in time","Leona Lewis","10 marzo 2008","3:54","Pop soul,,Contemporary R&B","2_platino","it"
"Beautiful Monster","Ne-Yo","8 giugno 2010","4:11","Dance pop","2_platino","it"
"Californication","Red Hot Chili Peppers","20 maggio 2000","5:22","Rock alternativo","2_platino","it"
"Burn","Ellie Goulding","5 luglio 2013","3:48","Elettropop,,Dance pop","2_platino","it"
"Bravi a cadere - I polmoni","Marracash","1º novembre 2019","3:20","Alternative hip hop","2_platino","it"
"Cambiare adesso","Dark Polo Gang","28 settembre 2018","3:08","Trap","2_platino","it"
"Blinding Lights","The Weeknd","29 novembre 2019","3:21","Elettropop,,Synth pop,,Synthwave","2_platino","it"
"Candy","Robbie Williams","29 ottobre 2012","3:20","Pop,,Elettropop,,Pop rap","2_platino","it"
"Cercavo amore","Emma","27 aprile 2012","3:34","Pop rock,,Power pop,,Dance","2_platino","it"
"Cabriolet","Salmo","15 marzo 2019","3:05","Trap","2_platino","it"
"Changes","Faul & Wad Ad,Pnau","15 novembre 2013","5:42","Tropical house,,Deep house","2_platino","it"
"Breaking Me","Topic,,A7S","19 dicembre 2019","2:46","Dance pop","2_platino","it"
"Che ne sanno i 2000","Gabry Ponte","15 luglio 2016","3:54","Hip house","2_platino","it"
"Can't Feel My Face","The Weeknd","8 giugno 2015","3:35","Pop,,Funk,,Disco","2_platino","it"
"BRNBQ","Sfera Ebbasta","11 maggio 2016","3:43","Trap","2_platino","it"
"Certe notti","Luciano Ligabue","25 agosto 1995","","Pop rock","2_platino","it"
"Bad Romance","Lady Gaga","23 ottobre 2009","4:54","Dance pop","2_platino","it"
"Chico","Gué Pequeno","31 luglio 2020","3:33","Pop rap","2_platino","it"
"Ciclone","Takagi & Ketra,Elodie,Mariah","19 giugno 2020","3:14","Pop","2_platino","it"
"Call on Me","Starley","29 luglio 2016","2:41","Dance pop","2_platino","it"
"Ci parliamo da grandi","Eros Ramazzotti","21 marzo 2008","4:33","Pop","2_platino","it"
"Il cielo guarda te","Fred De Palma","23 settembre 2016","3:38","Pop rap","2_platino","it"
"Cin cin","Alfa,Yanomi","24 maggio 2019","3:00","Pop rap","2_platino","it"
"Cleptomania","Sugarfree","2004","3:57","Pop rock,,Pop","2_platino","it"
"Candyman","Christina Aguilera","20 febbraio 2007   7 aprile 2007   ","3:14","Pop,,Blues,,Jazz","2_platino","it"
"Cigno nero","Fedez","1º marzo 2013","3:21","Pop rap","2_platino","it"
"Come","Jain","11 maggio 2015","2:42","Pop","2_platino","it"
"Chosen","Måneskin","24 novembre 2017","2:40","Pop rock,,Funk","2_platino","it"
"Colpo di fulmine","Giò Di Tonno,,&,Lola Ponce","29 febbraio 2008 ","3:51","Pop","2_platino","it"
"Chained to the Rhythm","Katy Perry","10 febbraio 2017","3:57","Elettropop","2_platino","it"
"Cosa mi manchi a fare","Calcutta","27 settembre 2015","2:49","Indie pop","2_platino","it"
"La differenza tra me e te","Tiziano Ferro","14 ottobre 2011 ( Italia )  18 ottobre 2011  ( America Latina )  29 novembre 2011  ( Spagna )","3:53","Pop rock","2_platino","it"
"D'improvviso","Lorenzo Fragola","19 agosto 2016","3:29","Pop","2_platino","it"
"Come un pittore","Modà","6 aprile 2012","3:54","Pop rock,,Pop","2_platino","it"
"Il diario degli errori","Michele Bravi","9 febbraio 2017","3:26","Pop","2_platino","it"
"Come neve","Giorgia,Marco Mengoni","1º dicembre 2017","3:29","Pop soul","2_platino","it"
"Do I Wanna Know?","Arctic Monkeys","2013","4:33","Indie rock","2_platino","it"
"Ego","Willy William","27 novembre 2015","3:27","Dance","2_platino","it"
"Distratto","Francesca Michielin","6 gennaio 2012","4:13","Elettropop","2_platino","it"
"Cold","Maroon 5","14 febbraio 2017","3:54","Pop,,Musica elettronica,,Dancehall reggae","2_platino","it"
"E...","Vasco Rossi","2005","3:29","Pop","2_platino","it"
"Domenica","Coez","26 aprile 2019","3:21","Elettrorap","2_platino","it"
"Dangerous","David Guetta","6 ottobre 2014","3:23","Funky house,,Dance pop,,Pop rock","2_platino","it"
"Con te partirò","Andrea Bocelli","1995","","Pop","2_platino","it"
"La cura","Franco Battiato","1997","7:58","Pop","2_platino","it"
"La donna cannone","Francesco De Gregori","10 novembre 2014","4:11","Power ballad","2_platino","it"
"Don't","Ed Sheeran","12 agosto 2014","3:40","Contemporary R&B,,Soul bianco","2_platino","it"
"Eh... già","Vasco Rossi","7 febbraio 2011 (Italia)","3:45","Pop rock,,Ballata","2_platino","it"
"Don't You Worry Child","Swedish House Mafia","14 settembre 2012","3:32,(radio edit),,6:43,(extended mix)","Progressive house,,Electronic dance music","2_platino","it"
"Fenomeno","Fabri Fibra","3 marzo 2017","3:20","Hip hop","2_platino","it"
"Every Breath You Take","The Police","20 maggio 1983","4:14","Pop rock,,New wave,,Ballata,,Soft rock","2_platino","it"
"Elastic Heart","Sia","1º ottobre 2013","4:18","Elettropop","2_platino","it"
"Felices los 4","Maluma","21 aprile 2017","3:50","Pop latino,,Reggaeton","2_platino","it"
"Empire State of Mind","Jay-Z","13 novembre 2009","4:37","Contemporary R&B,,Hip hop","2_platino","it"
"Due respiri","Chiara Galiazzo,,accreditata come Chiara","8 dicembre 2012","3:23","Pop","2_platino","it"
"Criminal","Natti Natasha,Ozuna","1º settembre 2017","3:52","Reggaeton,,Pop latino","2_platino","it"
"Drive By","Train","10 gennaio 2012","3:16","Pop rock,,Roots rock,,Folk rock","2_platino","it"
"Fai rumore","Diodato","5 febbraio 2020","3:36","Ballata","2_platino","it"
"La fine del mondo","Anastasio","23 novembre 2018","3:03","Alternative hip hop","2_platino","it"
"Faccio quello che voglio","Fabio Rovazzi","13 luglio 2018","3:21","Electronic dance music,,Elettrorap","2_platino","it"
"Geronimo","Sheppard","28 febbraio 2014","3:38","Indie pop","2_platino","it"
"Eye of the Tiger","Survivor","8 maggio 1982","4:05","Hard rock,,Album-oriented rock","2_platino","it"
"Fango","Jovanotti","6 dicembre 2007","4:33","Pop rap,,Pop","2_platino","it"
"Don't Call Me Up","Mabel","18 gennaio 2019","2:58","Tropical house,,Pop","2_platino","it"
"Fix You","Coldplay","5 settembre 2005","4:55","Rock alternativo","2_platino","it"
"Esseri umani","Marco Mengoni","27 febbraio 2015","3:33","Pop","2_platino","it"
"Fino all'imbrunire","Negramaro","6 ottobre 2017","4:13","Pop rock,,Rock elettronico","2_platino","it"
"G.D.F.R.","Flo Rida","21 ottobre 2014","3:10","Trap","2_platino","it"
"Giudizi universali","Samuele Bersani","1997","3:58","Pop","2_platino","it"
"Fuoco e benzina","Emis Killa","5 ottobre 2018","3:29","Pop rap","2_platino","it"
"Five More Hours","Deorro,Chris Brown","3 marzo 2015","3:31","Dance pop,,Electro house","2_platino","it"
"Gimme Love","Alexia","1998","2:55","Teen pop","2_platino","it"
"The Flood","Take That","14 novembre 2010","4.54,(Album Version),,4.37,(Radio Edit)","Pop,,Pop rock","2_platino","it"
"Don't Start Now","Dua Lipa","1º novembre 2019","3:03","Nu-disco","2_platino","it"
"Feels","Calvin Harris","16 giugno 2017","3:43","Disco,,Ska","2_platino","it"
"La hit dell'estate","Shade","17 giugno 2019","3:08","Hip hop","2_platino","it"
"Flames","David Guetta,Sia","22 marzo 2018","3:15","Elettropop","2_platino","it"
"Firework","Katy Perry","26 ottobre 2010","3:47","Dance pop,,Dance rock","2_platino","it"
"God's Plan","Drake","19 gennaio 2018","3:18","Pop rap","2_platino","it"
"Hideaway","Kiesza","11 aprile 2014","4:11","Dance pop","2_platino","it"
"Glorious","Macklemore","15 giugno 2017","3:40","Hip hop,,Pop rap","2_platino","it"
"GreyGoose","Cesare Cremonini","29 agosto 2014","3:38","Pop","2_platino","it"
"Highway to Hell","AC/DC","1979","3:38","Hard rock,,Blues rock","2_platino","it"
"Humble","Kendrick Lamar","30 marzo 2017","2:58","Hip hop","2_platino","it"
"Happy Birthday","Sfera Ebbasta","30 novembre 2018","2:50","Trap","2_platino","it"
"Gocce di memoria","Giorgia","20 marzo 2003","4:16","Pop,,Trip hop","2_platino","it"
"Goosebumps","Travis Scott","13 dicembre 2016","4:03","Trap","2_platino","it"
"Guilty","Blue","3 novembre 2003   25 dicembre 2003  ","","Pop","2_platino","it"
"Hold Back the River","James Bay","17 novembre 2014","4:03","Indie rock,,Folk rock","2_platino","it"
"Grande amore","Il Volo","12 febbraio 2015","3:44","Crossover classico","2_platino","it"
"Headlights","Robin Schulz","3 aprile 2015","3:29","Deep house,,Dance","2_platino","it"
"How to Save a Life","The Fray","26 marzo 2006  ","3:58","Piano rock","2_platino","it"
"Hotel California","Eagles","22 febbraio 1977","6:08","","2_platino","it"
"Ho Hey","The Lumineers","4 giugno 2012","2:43","Indie folk","2_platino","it"
"I See You","Jutty Ranx","22 novembre 2012","3:39","Dance pop","2_platino","it"
"Hypnotized","Purple Disco Machine,,Sophie and the Giants","8 aprile 2020","3:15","Nu-disco","2_platino","it"
"Intoxicated","Martin Solveig,,GTA","23 Febbraio 2015","4:17","Future house,,Deep house","2_platino","it"
"I See Fire","Ed Sheeran","2013","4:59","Folk","2_platino","it"
"Happier","Marshmello,Bastille","17 agosto 2018","3:34","Electronic dance music","2_platino","it"
"Io ti aspetto","Marco Mengoni","29 maggio 2015","3:47","Elettropop","2_platino","it"
"IDGAF","Dua Lipa","12 gennaio 2018","3:38","Pop","2_platino","it"
"Give Me Everything","Pitbull","22 marzo 2011","4:16","Hip house,,Electro house,,Dance pop","2_platino","it"
"Insta Lova","Marracash,Gué Pequeno","15 luglio 2016","3:26","Raggamuffin hip hop,,Pop rap","2_platino","it"
"Issues","Julia Michaels","13 gennaio 2017","2:56","Pop","2_platino","it"
"King","Years & Years","27 febbraio 2015","3:34","Elettropop,,Musica house","2_platino","it"
"I Love It","Icona Pop","9 maggio 2012","2:37","Elettropop,,Dance pop","2_platino","it"
"Incanto","Tiziano Ferro","16 gennaio 2015","3:32","Pop","2_platino","it"
"I Gotta Feeling","Black Eyed Peas,,accreditati come The Black Eyed Peas","18 giugno 2009","4:49","Dance pop","2_platino","it"
"Gli immortali","Jovanotti","27 febbraio 2015","3:51","Pop","2_platino","it"
"Into You","Ariana Grande","6 maggio 2016","4:04","Dance pop","2_platino","it"
"Kill Em with Kindness","Selena Gomez","3 maggio 2016","3:37","Dance pop","2_platino","it"
"High Hopes","Panic! at the Disco","23 maggio 2018","3:10","Pop rock,,Rock alternativo","2_platino","it"
"In My Mind","Dynoro,Gigi D'Agostino","8 giugno 2018","3:03","Future House","2_platino","it"
"Just Give Me a Reason","Pink","5 febbraio 2013","4:03","Pop","2_platino","it"
"La La La","Naughty Boy","18 maggio 2013","3:43 (single version),,4:05 (video edit)","UK garage,,Pop","2_platino","it"
"Jerusalema","Master KG","29 novembre 2019","5:43","Disco,,Gospel,,Musica house","2_platino","it"
"Katchi","Ofenbach","25 agosto 2017","2:31","Dance pop","2_platino","it"
"Latch","Disclosure","8 ottobre 2012","4:16","Deep house,,UK garage,,Synth pop","2_platino","it"
"Lascia che io sia","Nek","3 maggio 2005","3:32","Pop rock","2_platino","it"
"Lovers on the Sun","David Guetta","30 giugno 2014","3:23","Electronic dance music,,Dance pop,,Country","2_platino","it"
"In My Feelings","Drake","10 luglio 2018","3:37","Bounce","2_platino","it"
"Lento","Boro Boro","7 giugno 2019","2:42","Trap,,Reggaeton","2_platino","it"
"La legge del più forte","Tedua","17 novembre 2017","3:07","Drill","2_platino","it"
"Jackie Chan","Tiësto,Dzeko","18 maggio 2018","3:35","Elettropop","2_platino","it"
"Love Song","Sara Bareilles","19 giugno 2007","4:20","Pop","2_platino","it"
"Mademoiselle","Sfera Ebbasta","12 marzo 2019","3:09","Trap","2_platino","it"
"Lay It All on Me","Rudimental","25 settembre 2015","4:02,(versione album),,3:30,(versione radiofonica)","Dance pop","2_platino","it"
"I Like It","Cardi B,Bad Bunny,J Balvin","25 maggio 2018  (vedi date di pubblicazione)","4:13","Latin trap","2_platino","it"
"Love Me Again","John Newman","17 maggio 2013","3:54","Soul,,Dance pop","2_platino","it"
"Limbo","Daddy Yankee","27 ottobre 2012","3:44","Dance,,Reggaeton","2_platino","it"
"Little Talks","Of Monsters and Men","20 dicembre 2011","4:16","Indie folk,,Indie rock,,Folk rock","2_platino","it"
"Levels","Avicii","28 ottobre 2011","5:37,,3:19 (radio edit)","Progressive house,,Musica elettronica","2_platino","it"
"Maradona y Pelé","Thegiornalisti","17 maggio 2019","3:21","Pop","2_platino","it"
"Loco contigo","DJ Snake,J Balvin","14 giugno 2019","3:05","Reggaeton","2_platino","it"
"Logico #1","Cesare Cremonini","27 marzo 2014","4:44","Pop,,Elettropop","2_platino","it"
"Lento/Veloce","Tiziano Ferro","21 aprile 2017","3:19","Contemporary R&B","2_platino","it"
"Margarita","Elodie,Marracash","12 giugno 2019","2:57","Pop rap,,Reggae fusion","2_platino","it"
"La luna e la gatta","Takagi & Ketra","1º marzo 2019","3:11","Pop","2_platino","it"
"Loca","Shakira","10 settembre 2010","3:13 (versione inglese), 3:05 (versione spagnola)","Pop latino,,Dance pop,,Merengue","2_platino","it"
"Liar Liar","Cris Cab","30 settembre 2013","3:33","Pop soul,,Funk,,Pop rock","2_platino","it"
"Mi fido di te","Jovanotti","5 novembre 2005","4:29","Pop","2_platino","it"
"Mamacita","Black Eyed Peas,Ozuna,J. Rey Soul","10 aprile 2020","4:09","","2_platino","it"
"Mirrors","Justin Timberlake","11 febbraio 2013","8:04,(album version),,4:37,(radio edit)","Pop,,Contemporary R&B","2_platino","it"
"Maps","Maroon 5","16 giugno 2014","3:09","Pop rock","2_platino","it"
"Look Back at It","A Boogie wit da Hoodie","6 dicembre 2018","2:59","Hip hop","2_platino","it"
"Mercy","Shawn Mendes","18 ottobre 2016","3:28","Pop rock","2_platino","it"
"The Music I like","Alexia","1998","3:23","Eurodance","2_platino","it"
"Me, Myself & I","G-Eazy,Bebe Rexha","14 ottobre 2015","4:04","Pop rap,,Alternative hip hop","2_platino","it"
"Mía","Bad Bunny","11 ottobre 2018","3:30","Hip hop,,Reggaeton","2_platino","it"
"Moscow Mule","Benji & Fede","11 maggio 2018","3:00","Pop","2_platino","it"
"My Life Is Going On","Burak Yeter,Cecilia Krull","15 giugno 2018","3:46","Dance","2_platino","it"
"Nero Bali","Elodie,Michele Bravi,Gué Pequeno","18 maggio 2018","3:03","Elettropop","2_platino","it"
"Il mondo che vorrei","Vasco Rossi","14 marzo 2008","6:00","Pop rock,,Ballata","2_platino","it"
"Musica","Paolo Meneguzzi","2 marzo 2007","3 min : 43 s","Pop","2_platino","it"
"Milionario","Gué Pequeno","7 luglio 2017","3:21","Hip hop latino","2_platino","it"
"Musica","Fly Project","11 giugno 2012","5:36","Eurodance","2_platino","it"
"Il mio amico","Anna Tatangelo","29 febbraio 2008","3:31","Pop","2_platino","it"
"Milano Bachata","Rkomi","16 novembre 2017","2:47","Hip hop","2_platino","it"
"No Money","Galantis","31 marzo 2016","3:09","Nu-disco,,Electro house,,Progressive house","2_platino","it"
"Non è l'inferno","Emma","15 febbraio 2012","3:48","Pop rock","2_platino","it"
"Non avere paura","Tommaso Paradiso","25 settembre 2019","4:07","Pop","2_platino","it"
"Niente paura","Luciano Ligabue","26 ottobre 2007","3:48","Pop rock","2_platino","it"
"Nessun grado di separazione","Francesca Michielin","11 febbraio 2016","3:39","Pop","2_platino","it"
"The Nights","Avicii","1º dicembre 2014","2:56","Progressive house,,Folk rock","2_platino","it"
"Nevermind","Dennis Lloyd","5 dicembre 2016 versione originale - 14 luglio 2017 versione Alternative Mix","2:36","Deep house","2_platino","it"
"No Roots","Alice Merton","2 dicembre 2016","3:55","Funk rock,,Pop rock,,Dance rock","2_platino","it"
"Non mi basta più","Baby K","25 giugno 2020","3:20","Reggaeton,,Urban","2_platino","it"
"Non ti dico no","Boomdabash,Loredana Bertè","4 maggio 2018","3:21","Reggae","2_platino","it"
"Nove maggio","Liberato","14 febbraio 2017","3:41","Alternative R&B","2_platino","it"
"La nostra vita","Eros Ramazzotti","16 settembre 2005","4:19","Pop rock","2_platino","it"
"P.E.S.","Club Dogo","13 luglio 2012","3:48","Pop rap","2_platino","it"
"Occhi profondi","Emma Marrone","19 giugno 2015","3:08","Elettropop","2_platino","it"
"Parole di ghiaccio","Emis Killa","9 marzo 2012","3:44","Pop rap","2_platino","it"
"Parole in circolo","Marco Mengoni","29 gennaio 2016","3:51","Pop","2_platino","it"
"Outside","Calvin Harris","20 ottobre 2014","3:47","Electro house,,Dance pop","2_platino","it"
"La notte","Modà","8 ottobre 2010","3:24","Pop rock","2_platino","it"
"Paloma","Fred De Palma","3 luglio 2020","2:21","Reggaeton","2_platino","it"
"Non siamo soli","Eros Ramazzotti,Ricky Martin","ottobre 2007","3:44","Pop latino","2_platino","it"
"Panda","Desiigner","20 dicembre 2015","4:01","Trap","2_platino","it"
"Pesto","Calcutta","2 febbraio 2018","3:27","Indie pop","2_platino","it"
"Pablo","Rvssian,Sfera Ebbasta","20 luglio 2018","2:45","","2_platino","it"
"Piccola stella","Ultimo","16 agosto 2019","3:52","Pop,,Musica d'autore,,Pop rock,,Ballata","2_platino","it"
"Numb","Linkin Park","8 settembre 2003","3:06","Alternative metal","2_platino","it"
"Playa","Baby K","31 maggio 2019","3:13","Elettropop,,Reggaeton","2_platino","it"
"Paracetamolo","Calcutta","16 maggio 2018","3:08","Indie pop","2_platino","it"
"Pem Pem","Elettra Lamborghini","2 febbraio 2018","2:54","Reggaeton","2_platino","it"
"On Top of the World","Imagine Dragons","18 marzo 2013","3:12","Indie rock","2_platino","it"
"Moves Like Jagger","Maroon 5","21 giugno 2011","3:21","Elettropop","2_platino","it"
"Piccole cose","J-Ax,Fedez","20 gennaio 2017","3:35","Pop rap","2_platino","it"
"Non vivo più senza te","Biagio Antonacci","25 maggio 2012","3:33","Pop latino,,Folk","2_platino","it"
"Payphone","Maroon 5","17 aprile 2012","3:51","Pop rap,,Pop rock","2_platino","it"
"Papaoutai","Stromae","13 maggio 2013","3:51","Elettropop,,Power pop","2_platino","it"
"Nulla accade","Marracash,Gué Pequeno","7 giugno 2016","3:52","Hip hop","2_platino","it"
"Poetica","Cesare Cremonini","3 novembre 2017","4:53","Ballata","2_platino","it"
"Pizza kebab","Ghali","3 febbraio 2017","2:56","Trap","2_platino","it"
"Pookie","Aya Nakamura","10 aprile 2019","3:00","Urban,,Hip hop francese","2_platino","it"
"Portami via","Fabrizio Moro","8 febbraio 2017","3:16","Pop,,Pop rock","2_platino","it"
"Pillowtalk","Zayn","29 gennaio 2016","3:23","Alternative R&B,,Downtempo,,Pop,,Contemporary R&B","2_platino","it"
"Portami con te","Boomdabash","10 giugno 2016","3:17","Pop","2_platino","it"
"Il più grande spettacolo dopo il Big Bang","Jovanotti","27 maggio 2011","3:50","Pop rock","2_platino","it"
"Ricchi x sempre","Sfera Ebbasta","13 luglio 2018","3:43","Trap","2_platino","it"
"Ringo Starr","Pinguini Tattici Nucleari","6 febbraio 2020","3:03","Indie pop,,Pop rock,,Funk rock","2_platino","it"
"La ragazza con il cuore di latta","Irama","6 febbraio 2019","3:42","Pop rap","2_platino","it"
"Posso","Carl Brave","16 novembre 2018","3:58","Pop rap","2_platino","it"
"Il regalo più grande","Tiziano Ferro","9 gennaio 2009","3:49","Pop","2_platino","it"
"Piece of Your Heart","Meduza","1º febbraio 2019","2:32","Electronic dance music","2_platino","it"
"Ritmo (Bad Boys for Life)","Black Eyed Peas,J Balvin","12 ottobre 2019","3:41","Pop latino,,Pop rap","2_platino","it"
"Rondini al guinzaglio","Ultimo","5 aprile 2019","4:00","Pop","2_platino","it"
"Rollercoaster","Emis Killa","8 giugno 2018","3:27","Reggaeton","2_platino","it"
"The Reason Why","Lorenzo Fragola","5 dicembre 2014","3:02","Pop","2_platino","it"
"Problem","Ariana Grande","28 aprile 2014","3:13","Dance,,Contemporary R&B,,Pop","2_platino","it"
"Sai che","Marco Mengoni","14 ottobre 2016","4:26","Pop","2_platino","it"
"Ragazza magica","Jovanotti","27 maggio 2016","3:49","Pop","2_platino","it"
"Roar","Katy Perry","10 agosto 2013","3:42","Power pop","2_platino","it"
"La rivoluzione sta arrivando","Negramaro","25 settembre 2015","57:37","Rock alternativo,,Pop rock,,Pop","2_platino","it"
"Promises","Calvin Harris,Sam Smith","17 agosto 2018","3:33","Musica house","2_platino","it"
"Sconosciuti da una vita","J-Ax,Fedez","27 ottobre 2017","3:00","Pop rap","2_platino","it"
"Sally","Vasco Rossi","5 settembre 1996","4:45","Pop rock","2_platino","it"
"Salvador Dalí","Marracash,,Gué Pequeno","24 giugno 2016","4:05","Trap","2_platino","it"
"Safari","J Balvin","2016","","Reggaeton","2_platino","it"
"Scars to Your Beautiful","Alessia Cara","26 luglio 2016","3:50","Pop rock,,Rhythm and blues","2_platino","it"
"Salvami","Gianna Nannini,Giorgia","6 novembre 2009","3:32","Pop rock","2_platino","it"
"Say Something","A Great Big World","3 settembre 2013  (vedi date di pubblicazione)","3:49","Ballata","2_platino","it"
"Safe and Sound","Capital Cities","1º febbraio 2011","3:13","Synth pop,,Dance pop,,Indie pop","2_platino","it"
"Roses","The Chainsmokers","16 giugno 2015","3:46","Synth pop","2_platino","it"
"Shed a Light","Robin Schulz,David Guetta","25 novembre 2016","3:11","Dance","2_platino","it"
"Savage Love (Laxed - Siren Beat)","Jawsh 685,,Jason Derulo","11 giugno 2020","2:51","","2_platino","it"
"Poker Face","Lady Gaga","26 settembre 2008","3:59","","2_platino","it"
"Sere nere","Tiziano Ferro","7 novembre 2003","4:24","Pop soul","2_platino","it"
"Senza parole","Vasco Rossi","1994","4:44","Pop rock,,Ballata","2_platino","it"
"Shimbalaiê","Maria Gadú","25 agosto 2009","3:17","Música popular brasileira","2_platino","it"
"Sign of the Times","Harry Styles","7 aprile 2017","5:40","Power ballad,,Pop rock,,Glam rock,,Soft rock","2_platino","it"
"Scared to Be Lonely","Martin Garrix,Dua Lipa","27 gennaio 2017","3:40","Future bass","2_platino","it"
"Senza di me","Gemitaiz,Venerus,Franco126","21 dicembre 2018","3:22","Hip hop","2_platino","it"
"Siamo uguali","Lorenzo Fragola","12 febbraio 2015","4:09","Pop","2_platino","it"
"Royals","Lorde","8 marzo 2013","3:09","Art pop,,Elettropop","2_platino","it"
"Roses","Saint Jhn","luglio 2016","2:53","Contemporary R&B,,Hip hop,,Trap","2_platino","it"
"Se piovesse il tuo nome","Elisa","28 settembre 2018","3:20","Pop","2_platino","it"
"Spigoli","Carl Brave,Mara Sattei,Tha Supreme","12 maggio 2020","4:16","Pop rap","2_platino","it"
"Sono solo parole","Noemi","15 febbraio 2012","3:37","Soul,,Rock","2_platino","it"
"Sono un bravo ragazzo un po' fuori di testa","Random","19 maggio 2020","2:50","Trap","2_platino","it"
"Simili","Laura Pausini","27 novembre 2015    2 dicembre 2015   2 marzo 2016 ","3:35","Pop","2_platino","it"
"Sogni appesi","Ultimo","6 ottobre 2017","3:32","Pop rap","2_platino","it"
"Sotto casa","Max Gazzè","13 febbraio 2013","3:56","Pop","2_platino","it"
"Sing","Ed Sheeran","14 aprile 2014","3:55","Pop,,Contemporary R&B","2_platino","it"
"Side to Side","Ariana Grande","30 agosto 2016","3:46","Reggae fusion,,Dancehall reggae","2_platino","it"
